barseq,gene,cloneid
barseq_0013,PBANKA_082020,PbGEM-026142
barseq_0013,PBANKA_082040,PbGEM-026174
barseq_0013,PBANKA_082320,PbGEM-026405
barseq_0013,PBANKA_082430,PbGEM-026560
barseq_0013,PBANKA_083040,PbGEM-027375
barseq_0013,PBANKA_090710,PbGEM-029200
barseq_0013,PBANKA_091860,PbGEM-030772
barseq_0013,PBANKA_092660,PbGEM-121290
barseq_0013,PBANKA_092730,PbGEM-111866
barseq_0013,PBANKA_094250,PbGEM-095104
barseq_0013,PBANKA_100150,PbGEM-034462
barseq_0013,PBANKA_100640,PbGEM-095750
barseq_0013,PBANKA_101050,PbGEM-096105
barseq_0013,PBANKA_101390,PbGEM-036306
barseq_0013,PBANKA_101810,PbGEM-121258
barseq_0013,PBANKA_103310,PbGEM-039046
barseq_0013,PBANKA_103520,PbGEM-097658
barseq_0013,PBANKA_103540,PbGEM-039414
barseq_0013,PBANKA_110690,PbGEM-098495
barseq_0013,PBANKA_111200,PbGEM-041727
barseq_0013,PBANKA_111510,PbGEM-121266
barseq_0013,PBANKA_111530,PbGEM-121282
barseq_0013,PBANKA_112040,PbGEM-099323
barseq_0013,PBANKA_112710,PbGEM-043881
barseq_0013,PBANKA_112980,PbGEM-044263
barseq_0013,PBANKA_113780,PbGEM-100665
barseq_0013,PBANKA_113980,PbGEM-045681
barseq_0013,PBANKA_114200,PbGEM-045928
barseq_0013,PBANKA_114470,PbGEM-046313
barseq_0013,PBANKA_121260,PbGEM-102303
barseq_0013,PBANKA_121880,PbGEM-049059
barseq_0013,PBANKA_121950,PbGEM-049171
barseq_0013,PBANKA_122540,PbGEM-050063
barseq_0013,PBANKA_122550,PbGEM-050079
barseq_0013,PBANKA_122560,PbGEM-121250
barseq_0013,PBANKA_122990,PbGEM-050692
barseq_0013,PBANKA_123730,PbGEM-103704
barseq_0013,PBANKA_124060,PbGEM-103910
barseq_0013,PBANKA_124120,PbGEM-052197
barseq_0013,PBANKA_124220,PbGEM-103970
barseq_0013,PBANKA_124370,PbGEM-052527
barseq_0013,PBANKA_130470,PbGEM-121314
barseq_0013,PBANKA_131140,PbGEM-054729
barseq_0013,PBANKA_132880,PbGEM-057053
barseq_0013,PBANKA_133660,PbGEM-058133
barseq_0013,PBANKA_133890,PbGEM-107133
barseq_0013,PBANKA_134940,PbGEM-059959
barseq_0013,PBANKA_136030,PbGEM-061533
barseq_0013,PBANKA_136330,PbGEM-108949
barseq_0013,PBANKA_136440,PbGEM-109041
barseq_0013,PBANKA_136480,PbGEM-062141
barseq_0013,PBANKA_140500,PbGEM-062978
barseq_0013,PBANKA_140820,PbGEM-063455
barseq_0013,PBANKA_142220,PbGEM-065359
barseq_0013,PBANKA_142380,PbGEM-065573
barseq_0013,PBANKA_142590,PbGEM-065839
barseq_0013,PBANKA_142620,PbGEM-110863
barseq_0013,PBANKA_143520,PbGEM-067210
barseq_0013,PBANKA_143660,PbGEM-079278
barseq_0013,PBANKA_144210,PbGEM-068269
barseq_0013,PBANKA_144380,PbGEM-068513
barseq_0013,PBANKA_145770,PbGEM-080757
barseq_0013,PBANKA_146130,PbGEM-080906
,,
,,
barseq_0014,p230p-tag,
barseq_0014,PBANKA_051490,
barseq_0014,PBANKA_051500,
barseq_0014,PBANKA_103780,
barseq_0014,PBANKA_103440,
barseq_0014,PBANKA_110420,
barseq_0014,PBANKA_140160,
barseq_0014,PBANKA_011250,PbGEM-227922
barseq_0014,PBANKA_020850,PbGEM-007823
barseq_0014,PBANKA_030070,PbGEM-227516
barseq_0014,PBANKA_030960,PbGEM-010018
barseq_0014,PBANKA_040730,PbGEM-011857
barseq_0014,PBANKA_041065,PbGEM-084632
barseq_0014,PBANKA_050350,PbGEM-013945
barseq_0014,PBANKA_052230,PbGEM-016675
barseq_0014,PBANKA_060430,PbGEM-017587
barseq_0014,PBANKA_060620,PbGEM-087185
barseq_0014,PBANKA_061240,PbGEM-087565
barseq_0014,PBANKA_062030,PbGEM-019862
barseq_0014,PBANKA_062240,PbGEM-088353
barseq_0014,PBANKA_062270,PbGEM-235866
barseq_0014,PBANKA_070330,PbGEM-233516
barseq_0014,PBANKA_070470,PbGEM-020924
barseq_0014,PBANKA_070620,PbGEM-234172
barseq_0014,PBANKA_070660,PbGEM-234257
barseq_0014,PBANKA_071130,PbGEM-021910
barseq_0014,PBANKA_071220,PbGEM-235245
barseq_0014,PBANKA_071430,PbGEM-022313
barseq_0014,PBANKA_072090,PbGEM-237100
barseq_0014,PBANKA_080720,PbGEM-236591
barseq_0014,PBANKA_080960,PbGEM-237098
barseq_0014,PBANKA_081700,PbGEM-238732
barseq_0014,PBANKA_082890,PbGEM-027163
barseq_0014,PBANKA_091360,PbGEM-093235
barseq_0014,PBANKA_091600,PbGEM-093381
barseq_0014,PBANKA_091670,PbGEM-093488
barseq_0014,PBANKA_093080,PbGEM-032387
barseq_0014,PBANKA_094340,PbGEM-095192
barseq_0014,PBANKA_100790,PbGEM-035437
barseq_0014,PBANKA_101800,PbGEM-036911
barseq_0014,PBANKA_101830,PbGEM-263324
barseq_0014,PBANKA_102030,PbGEM-037288
barseq_0014,PBANKA_102600,PbGEM-263908
barseq_0014,PBANKA_102630,PbGEM-097088
barseq_0014,PBANKA_103240,PbGEM-038941
barseq_0014,PBANKA_110930,PbGEM-098697
barseq_0014,PBANKA_111060,PbGEM-041538
barseq_0014,PBANKA_111430,PbGEM-042088
barseq_0014,PBANKA_112100,PbGEM-099377
barseq_0014,PBANKA_112470,PbGEM-099647
barseq_0014,PBANKA_112530,PbGEM-043631
barseq_0014,PBANKA_112970,
barseq_0014,PBANKA_113230,PbGEM-100268
barseq_0014,PBANKA_113740,PbGEM-100629
barseq_0014,PBANKA_113860,PbGEM-247164
barseq_0014,PBANKA_113890,PbGEM-045551
barseq_0014,PBANKA_120310,PbGEM-250526
barseq_0014,PBANKA_121830,PbGEM-248816
barseq_0014,PBANKA_122440,PbGEM-120990
barseq_0014,PBANKA_123320,PbGEM-103538
barseq_0014,PBANKA_123360,PbGEM-051214
barseq_0014,PBANKA_124100,PbGEM-052172
barseq_0014,PBANKA_124490,PbGEM-262020
barseq_0014,PBANKA_124670,PbGEM-052974
barseq_0014,PBANKA_130450,PbGEM-053684
barseq_0014,PBANKA_131530,PbGEM-055262
barseq_0014,PBANKA_132610,PbGEM-106217
barseq_0014,PBANKA_132940,PbGEM-106474
barseq_0014,PBANKA_134250,PbGEM-253484
barseq_0014,PBANKA_134450,PbGEM-254304
barseq_0014,PBANKA_134630,PbGEM-059519
barseq_0014,PBANKA_134810,PbGEM-249387
barseq_0014,PBANKA_135210,PbGEM-108076
barseq_0014,PBANKA_135250,PbGEM-060427
barseq_0014,PBANKA_135790,PbGEM-061170
barseq_0014,PBANKA_135920,PbGEM-253702
barseq_0014,PBANKA_136040,PbGEM-254107
barseq_0014,PBANKA_136150,PbGEM-061725
barseq_0014,PBANKA_136320,PbGEM-108933
barseq_0014,PBANKA_140480,
barseq_0014,PBANKA_140790,PbGEM-109573
barseq_0014,PBANKA_141540,PbGEM-110157
barseq_0014,PBANKA_141810,PbGEM-064794
barseq_0014,PBANKA_142690,PbGEM-254316
barseq_0014,PBANKA_142920,PbGEM-111063
barseq_0014,PBANKA_143030,PbGEM-111148
barseq_0014,PBANKA_143060,PbGEM-066521
barseq_0014,PBANKA_143140,PbGEM-255828
barseq_0014,PBANKA_143310,PbGEM-256196
barseq_0014,PBANKA_143440,PbGEM-111449
barseq_0014,PBANKA_143630,PbGEM-067386
barseq_0014,PBANKA_144480,PbGEM-079841
barseq_0014,PBANKA_144600,PbGEM-068823
barseq_0014,PBANKA_144900,PbGEM-069268
barseq_0014,PBANKA_145910,PbGEM-258884
barseq_0014,PBANKA_145990,PbGEM-070907
,,
barseq_0015,p230p-tag,
barseq_0015,PBANKA_051490,
barseq_0015,PBANKA_051500,
barseq_0015,PBANKA_103780,
barseq_0015,PBANKA_103440,
barseq_0015,PBANKA_110420,
barseq_0015,PBANKA_140160,
barseq_0015,PBANKA_010080,PbGEM-266060
barseq_0015,PBANKA_010150,PbGEM-226693
barseq_0015,PBANKA_010600,PbGEM-327699
barseq_0015,PBANKA_010620,PbGEM-327715
barseq_0015,PBANKA_010940,PbGEM-267115
barseq_0015,PBANKA_011160,PbGEM-267395
barseq_0015,PBANKA_021390,PbGEM-227253
barseq_0015,PBANKA_030540,PbGEM-328483
barseq_0015,PBANKA_031160,PbGEM-270730
barseq_0015,PBANKA_040470,PbGEM-328843
barseq_0015,PBANKA_040830,PbGEM-328971
barseq_0015,PBANKA_041360,PbGEM-272730
barseq_0015,PBANKA_041490,PbGEM-272922
barseq_0015,PBANKA_041570,PbGEM-273018
barseq_0015,PBANKA_041710,PbGEM-329163
barseq_0015,PBANKA_050410,PbGEM-273986
barseq_0015,PBANKA_050610,PbGEM-274202
barseq_0015,PBANKA_051990,PbGEM-276178
barseq_0015,PBANKA_060120,PbGEM-276866
barseq_0015,PBANKA_060660,PbGEM-330043
barseq_0015,PBANKA_061260,PbGEM-278250
barseq_0015,PBANKA_061570,PbGEM-330283
barseq_0015,PBANKA_070740,PbGEM-234393
barseq_0015,PBANKA_071020,PbGEM-281330
barseq_0015,PBANKA_071790,PbGEM-282194
barseq_0015,PBANKA_072070,PbGEM-331075
barseq_0015,PBANKA_080070,PbGEM-331163
barseq_0015,PBANKA_080900,PbGEM-236932
barseq_0015,PBANKA_080950,PbGEM-331475
barseq_0015,PBANKA_081180,PbGEM-237576
barseq_0015,PBANKA_082740,PbGEM-259700
barseq_0015,PBANKA_083250,PbGEM-286362
barseq_0015,PBANKA_083330,PbGEM-260164
barseq_0015,PBANKA_090180,PbGEM-332211
barseq_0015,PBANKA_090420,PbGEM-260676
barseq_0015,PBANKA_090520,PbGEM-287586
barseq_0015,PBANKA_090850,PbGEM-237320
barseq_0015,PBANKA_090920,PbGEM-332411
barseq_0015,PBANKA_090980,PbGEM-288170
barseq_0015,PBANKA_091530,PbGEM-332611
barseq_0015,PBANKA_093210,PbGEM-239370
barseq_0015,PBANKA_093360,PbGEM-291200
barseq_0015,PBANKA_094230,PbGEM-241876
barseq_0015,PBANKA_100230,PbGEM-333427
barseq_0015,PBANKA_100870,PbGEM-333619
barseq_0015,PBANKA_100990,PbGEM-262724
barseq_0015,PBANKA_101480,PbGEM-263084
barseq_0015,PBANKA_103080,PbGEM-296470
barseq_0015,PBANKA_103170,PbGEM-334339
barseq_0015,PBANKA_103450,PbGEM-296942
barseq_0015,PBANKA_103620,PbGEM-264132
barseq_0015,PBANKA_103910,PbGEM-334587
barseq_0015,PBANKA_110200,PbGEM-297989
barseq_0015,PBANKA_110330,PbGEM-298173
barseq_0015,PBANKA_110900,PbGEM-246641
barseq_0015,PBANKA_111390,PbGEM-335067
barseq_0015,PBANKA_111500,PbGEM-299539
barseq_0015,PBANKA_111680,PbGEM-299731
barseq_0015,PBANKA_111760,
barseq_0015,PBANKA_114030,PbGEM-335899
barseq_0015,PBANKA_114280,PbGEM-303042
barseq_0015,PBANKA_120290,PbGEM-303882
barseq_0015,PBANKA_120400,PbGEM-336155
barseq_0015,PBANKA_121020,PbGEM-304874
barseq_0015,PBANKA_121510,PbGEM-305634
barseq_0015,PBANKA_121810,PbGEM-336595
barseq_0015,PBANKA_123220,PbGEM-307882
barseq_0015,PBANKA_123240,PbGEM-307922
barseq_0015,PBANKA_123640,PbGEM-261452
barseq_0015,PBANKA_124250,PbGEM-261844
barseq_0015,PBANKA_124360,PbGEM-337283
barseq_0015,PBANKA_131910,PbGEM-337899
barseq_0015,PBANKA_132790,PbGEM-313645
barseq_0015,PBANKA_134050,PbGEM-338563
barseq_0015,PBANKA_134150,PbGEM-315365
barseq_0015,PBANKA_135460,PbGEM-338923
barseq_0015,PBANKA_141230,PbGEM-320083
barseq_0015,PBANKA_141330,PbGEM-264796
barseq_0015,PBANKA_142210,PbGEM-321267
barseq_0015,PBANKA_143090,PbGEM-322203
barseq_0015,PBANKA_143360,PbGEM-322619
barseq_0015,PBANKA_143590,PbGEM-322939
barseq_0015,PBANKA_143920,PbGEM-323379
barseq_0015,PBANKA_145070,PbGEM-324875
barseq_0015,PBANKA_145690,PbGEM-265676
barseq_0015,PBANKA_145830,PbGEM-258806
barseq_0015,PBANKA_145950,PbGEM-325987
barseq_0015,PBANKA_146110,PbGEM-326131
,,
barseq_0016,p230p-tag,
barseq_0016,PBANKA_051490,
barseq_0016,PBANKA_051500,
barseq_0016,PBANKA_103780,
barseq_0016,PBANKA_103440,
barseq_0016,PBANKA_110420,
barseq_0016,PBANKA_140160,
barseq_0016,PBANKA_010260,PbGEM-327571
barseq_0016,PBANKA_010630,PbGEM-327723
barseq_0016,PBANKA_010820,PbGEM-327787
barseq_0016,PBANKA_030140,PbGEM-328363
barseq_0016,PBANKA_030450,PbGEM-328427
barseq_0016,PBANKA_030770,PbGEM-270187
barseq_0016,PBANKA_040390,PbGEM-271610
barseq_0016,PBANKA_040440,PbGEM-271634
barseq_0016,PBANKA_040640,PbGEM-328923
barseq_0016,PBANKA_041590,PbGEM-273050
barseq_0016,PBANKA_041780,PbGEM-273282
barseq_0016,PBANKA_050720,PbGEM-274330
barseq_0016,PBANKA_051270,PbGEM-275114
barseq_0016,PBANKA_051390,PbGEM-329643
barseq_0016,PBANKA_061640,PbGEM-278858
barseq_0016,PBANKA_062020,PbGEM-279442
barseq_0016,PBANKA_070200,PbGEM-330539
barseq_0016,PBANKA_070600,PbGEM-330691
barseq_0016,PBANKA_070850,PbGEM-330747
barseq_0016,PBANKA_071270,PbGEM-330859
barseq_0016,PBANKA_071310,PbGEM-330875
barseq_0016,PBANKA_072040,PbGEM-282530
barseq_0016,PBANKA_072080,PbGEM-282562
barseq_0016,PBANKA_080250,PbGEM-283042
barseq_0016,PBANKA_080640,PbGEM-283538
barseq_0016,PBANKA_081400,PbGEM-284306
barseq_0016,PBANKA_081510,PbGEM-284458
barseq_0016,PBANKA_082160,PbGEM-285114
barseq_0016,PBANKA_083290,PbGEM-286410
barseq_0016,PBANKA_090260,PbGEM-332267
barseq_0016,PBANKA_090840,PbGEM-288058
barseq_0016,PBANKA_090860,PbGEM-288074
barseq_0016,PBANKA_091150,PbGEM-332491
barseq_0016,PBANKA_091240,PbGEM-332523
barseq_0016,PBANKA_091910,PbGEM-289441
barseq_0016,PBANKA_091940,PbGEM-332699
barseq_0016,PBANKA_092170,PbGEM-332739
barseq_0016,PBANKA_092510,PbGEM-289985
barseq_0016,PBANKA_092890,PbGEM-332923
barseq_0016,PBANKA_092940,PbGEM-290680
barseq_0016,PBANKA_093100,PbGEM-290856
barseq_0016,PBANKA_093190,PbGEM-290936
barseq_0016,PBANKA_093200,PbGEM-333019
barseq_0016,PBANKA_093280,PbGEM-291056
barseq_0016,PBANKA_093380,PbGEM-291216
barseq_0016,PBANKA_100520,PbGEM-293248
barseq_0016,PBANKA_101210,PbGEM-333755
barseq_0016,PBANKA_103580,PbGEM-297102
barseq_0016,PBANKA_103970,PbGEM-297582
barseq_0016,PBANKA_110990,PbGEM-298997
barseq_0016,PBANKA_111610,PbGEM-299651
barseq_0016,PBANKA_112010,PbGEM-335251
barseq_0016,PBANKA_112410,PbGEM-300723
barseq_0016,PBANKA_112920,PbGEM-335547
barseq_0016,PBANKA_113280,PbGEM-335707
barseq_0016,PBANKA_113650,PbGEM-335811
barseq_0016,PBANKA_113880,PbGEM-335867
barseq_0016,PBANKA_114560,PbGEM-303418
barseq_0016,PBANKA_120160,PbGEM-336099
barseq_0016,PBANKA_120180,PbGEM-303714
barseq_0016,PBANKA_120740,PbGEM-336259
barseq_0016,PBANKA_121140,PbGEM-336355
barseq_0016,PBANKA_121180,PbGEM-336371
barseq_0016,PBANKA_121210,PbGEM-305202
barseq_0016,PBANKA_121220,PbGEM-305242
barseq_0016,PBANKA_121290,PbGEM-305298
barseq_0016,PBANKA_130340,PbGEM-310399
barseq_0016,PBANKA_130430,PbGEM-337499
barseq_0016,PBANKA_131280,PbGEM-337723
barseq_0016,PBANKA_131420,PbGEM-311741
barseq_0016,PBANKA_132170,PbGEM-312805
barseq_0016,PBANKA_134230,PbGEM-253428
barseq_0016,PBANKA_134420,PbGEM-315755
barseq_0016,PBANKA_134700,PbGEM-338747
barseq_0016,PBANKA_135610,PbGEM-317179
barseq_0016,PBANKA_135820,PbGEM-317435
barseq_0016,PBANKA_140440,PbGEM-339451
barseq_0016,PBANKA_140450,PbGEM-318995
barseq_0016,PBANKA_140470,PbGEM-339459
barseq_0016,PBANKA_140920,PbGEM-319715
barseq_0016,PBANKA_141200,PbGEM-339691
barseq_0016,PBANKA_141350,PbGEM-320179
barseq_0016,PBANKA_142000,PbGEM-320979
barseq_0016,PBANKA_142710,PbGEM-321755
barseq_0016,PBANKA_143690,PbGEM-323051
barseq_0016,PBANKA_144170,PbGEM-340435
barseq_0016,PBANKA_144290,PbGEM-340475
barseq_0016,PBANKA_144720,PbGEM-340635
barseq_0016,PBANKA_145060,PbGEM-324859
barseq_0016,PBANKA_145870,PbGEM-325915
barseq_0016,PBANKA_145980,PbGEM-341067
,,
barseq_0017,p230p-tag,
barseq_0017,PBANKA_051490,
barseq_0017,PBANKA_051500,
barseq_0017,PBANKA_103780,
barseq_0017,PBANKA_103440,
barseq_0017,PBANKA_110420,
barseq_0017,PBANKA_140160,
barseq_0017,PBANKA_010240,PbGEM-327555
barseq_0017,PBANKA_020340,PbGEM-327931
barseq_0017,PBANKA_021450,PbGEM-269163
barseq_0017,PBANKA_030110,PbGEM-269371
barseq_0017,PBANKA_030580,PbGEM-269987
barseq_0017,PBANKA_031340,PbGEM-270978
barseq_0017,PBANKA_040210,PbGEM-328787
barseq_0017,PBANKA_040510,PbGEM-328859
barseq_0017,PBANKA_040600,PbGEM-328907
barseq_0017,PBANKA_040690,PbGEM-271986
barseq_0017,PBANKA_040780,PbGEM-328947
barseq_0017,PBANKA_041000,PbGEM-272274
barseq_0017,PBANKA_041240,PbGEM-272546
barseq_0017,PBANKA_041300,PbGEM-329059
barseq_0017,PBANKA_050180,PbGEM-273642
barseq_0017,PBANKA_050270,PbGEM-273802
barseq_0017,PBANKA_050710,PbGEM-329435
barseq_0017,PBANKA_051530,PbGEM-275466
barseq_0017,PBANKA_060170,PbGEM-276954
barseq_0017,PBANKA_060770,PbGEM-277730
barseq_0017,PBANKA_060890,PbGEM-277834
barseq_0017,PBANKA_061560,PbGEM-330275
barseq_0017,PBANKA_070230,PbGEM-330555
barseq_0017,PBANKA_070630,PbGEM-280690
barseq_0017,PBANKA_071230,PbGEM-281562
barseq_0017,PBANKA_071660,PbGEM-282090
barseq_0017,PBANKA_080130,PbGEM-331195
barseq_0017,PBANKA_080510,PbGEM-331355
barseq_0017,PBANKA_083110,PbGEM-286154
barseq_0017,PBANKA_083300,PbGEM-286426
barseq_0017,PBANKA_083410,PbGEM-332083
barseq_0017,PBANKA_090250,PbGEM-287242
barseq_0017,PBANKA_090440,PbGEM-332315
barseq_0017,PBANKA_090610,PbGEM-332331
barseq_0017,PBANKA_090760,PbGEM-287898
barseq_0017,PBANKA_091120,PbGEM-332475
barseq_0017,PBANKA_092250,PbGEM-289713
barseq_0017,PBANKA_092560,PbGEM-290017
barseq_0017,PBANKA_092820,PbGEM-290480
barseq_0017,PBANKA_092840,PbGEM-290512
barseq_0017,PBANKA_093890,PbGEM-291880
barseq_0017,PBANKA_100100,PbGEM-333355
barseq_0017,PBANKA_100250,PbGEM-292784
barseq_0017,PBANKA_100530,PbGEM-333507
barseq_0017,PBANKA_101850,PbGEM-333963
barseq_0017,PBANKA_102760,PbGEM-296182
barseq_0017,PBANKA_103400,PbGEM-296910
barseq_0017,PBANKA_110310,PbGEM-298157
barseq_0017,PBANKA_110640,PbGEM-334827
barseq_0017,PBANKA_110910,PbGEM-298869
barseq_0017,PBANKA_112230,PbGEM-300555
barseq_0017,PBANKA_114320,PbGEM-335947
barseq_0017,PBANKA_120440,PbGEM-336171
barseq_0017,PBANKA_120500,PbGEM-304250
barseq_0017,PBANKA_120540,PbGEM-304306
barseq_0017,PBANKA_121300,PbGEM-336419
barseq_0017,PBANKA_121680,PbGEM-305842
barseq_0017,PBANKA_121960,PbGEM-336643
barseq_0017,PBANKA_123100,PbGEM-307690
barseq_0017,PBANKA_123690,PbGEM-308553
barseq_0017,PBANKA_130230,PbGEM-337419
barseq_0017,PBANKA_130390,PbGEM-337491
barseq_0017,PBANKA_130560,PbGEM-310711
barseq_0017,PBANKA_131200,PbGEM-337699
barseq_0017,PBANKA_132700,PbGEM-313581
barseq_0017,PBANKA_132740,PbGEM-338155
barseq_0017,PBANKA_133140,PbGEM-338275
barseq_0017,PBANKA_133290,PbGEM-314293
barseq_0017,PBANKA_133380,PbGEM-314437
barseq_0017,PBANKA_134490,PbGEM-338675
barseq_0017,PBANKA_134640,PbGEM-316019
barseq_0017,PBANKA_135120,PbGEM-338835
barseq_0017,PBANKA_135630,PbGEM-338995
barseq_0017,PBANKA_135740,PbGEM-317307
barseq_0017,PBANKA_140560,PbGEM-319171
barseq_0017,PBANKA_140660,PbGEM-339507
barseq_0017,PBANKA_140780,PbGEM-319523
barseq_0017,PBANKA_140830,PbGEM-319539
barseq_0017,PBANKA_141380,PbGEM-320219
barseq_0017,PBANKA_142420,PbGEM-321451
barseq_0017,PBANKA_142890,PbGEM-340043
barseq_0017,PBANKA_143250,PbGEM-340147
barseq_0017,PBANKA_143320,PbGEM-340155
barseq_0017,PBANKA_144010,PbGEM-340371
barseq_0017,PBANKA_144220,PbGEM-340459
barseq_0017,PBANKA_146100,PbGEM-341107
barseq_0017,PBANKA_146360,PbGEM-326427
barseq_0017,PBANKA_146460,PbGEM-326555
,,
barseq_0018,p230p-tag,
barseq_0018,PBANKA_051490,
barseq_0018,PBANKA_051500,
barseq_0018,PBANKA_103780,
barseq_0018,PBANKA_103440,
barseq_0018,PBANKA_110420,
barseq_0018,PBANKA_140160,
barseq_0018,PBANKA_010010,PbGEM-327491
barseq_0018,PBANKA_010490,PbGEM-327659
barseq_0018,PBANKA_010550,PbGEM-327683
barseq_0018,PBANKA_010970,PbGEM-267147
barseq_0018,PBANKA_021010,PbGEM-268731
barseq_0018,PBANKA_021110,PbGEM-328155
barseq_0018,PBANKA_030380,PbGEM-269731
barseq_0018,PBANKA_040240,PbGEM-271442
barseq_0018,PBANKA_040560,PbGEM-229156
barseq_0018,PBANKA_041450,PbGEM-272858
barseq_0018,PBANKA_041740,PbGEM-273242
barseq_0018,PBANKA_050320,PbGEM-329307
barseq_0018,PBANKA_051060,PbGEM-329547
barseq_0018,PBANKA_051750,PbGEM-329723
barseq_0018,PBANKA_051970,PbGEM-276154
barseq_0018,PBANKA_052310,PbGEM-276570
barseq_0018,PBANKA_060080,PbGEM-276826
barseq_0018,PBANKA_060150,PbGEM-276922
barseq_0018,PBANKA_060380,PbGEM-330011
barseq_0018,PBANKA_060510,PbGEM-277394
barseq_0018,PBANKA_060570,PbGEM-277490
barseq_0018,PBANKA_070810,PbGEM-234509
barseq_0018,PBANKA_071250,PbGEM-281602
barseq_0018,PBANKA_071330,PbGEM-281730
barseq_0018,PBANKA_071630,PbGEM-282042
barseq_0018,PBANKA_080870,PbGEM-283794
barseq_0018,PBANKA_080910,PbGEM-283834
barseq_0018,PBANKA_081090,PbGEM-283970
barseq_0018,PBANKA_081130,PbGEM-237430
barseq_0018,PBANKA_081280,PbGEM-284146
barseq_0018,PBANKA_081620,PbGEM-284562
barseq_0018,PBANKA_081870,PbGEM-284858
barseq_0018,PBANKA_081910,PbGEM-284922
barseq_0018,PBANKA_082180,PbGEM-285130
barseq_0018,PBANKA_082300,PbGEM-331755
barseq_0018,PBANKA_082640,PbGEM-331827
barseq_0018,PBANKA_083180,PbGEM-286250
barseq_0018,PBANKA_083200,PbGEM-286266
barseq_0018,PBANKA_090040,PbGEM-332171
barseq_0018,PBANKA_090450,PbGEM-287466
barseq_0018,PBANKA_090600,PbGEM-287658
barseq_0018,PBANKA_091010,PbGEM-288226
barseq_0018,PBANKA_091130,PbGEM-288370
barseq_0018,PBANKA_092910,PbGEM-290624
barseq_0018,PBANKA_092960,PbGEM-332931
barseq_0018,PBANKA_093660,PbGEM-342348
barseq_0018,PBANKA_093990,PbGEM-291976
barseq_0018,PBANKA_094210,PbGEM-333267
barseq_0018,PBANKA_101240,PbGEM-333763
barseq_0018,PBANKA_103270,PbGEM-334379
barseq_0018,PBANKA_103490,PbGEM-334483
barseq_0018,PBANKA_103950,PbGEM-297566
barseq_0018,PBANKA_104010,PbGEM-342540
barseq_0018,PBANKA_110150,PbGEM-334667
barseq_0018,PBANKA_110720,PbGEM-334875
barseq_0018,PBANKA_111050,PbGEM-299083
barseq_0018,PBANKA_111310,PbGEM-335051
barseq_0018,PBANKA_111460,PbGEM-335083
barseq_0018,PBANKA_111550,PbGEM-335115
barseq_0018,PBANKA_112120,PbGEM-300363
barseq_0018,PBANKA_112930,PbGEM-335555
barseq_0018,PBANKA_120680,PbGEM-336235
barseq_0018,PBANKA_122200,PbGEM-306506
barseq_0018,PBANKA_122410,PbGEM-306778
barseq_0018,PBANKA_123270,PbGEM-307994
barseq_0018,PBANKA_123430,PbGEM-337083
barseq_0018,PBANKA_123510,PbGEM-308354
barseq_0018,PBANKA_123950,PbGEM-308769
barseq_0018,PBANKA_123960,PbGEM-337179
barseq_0018,PBANKA_124400,PbGEM-309377
barseq_0018,PBANKA_130440,PbGEM-310535
barseq_0018,PBANKA_130610,PbGEM-310791
barseq_0018,PBANKA_131870,PbGEM-343036
barseq_0018,PBANKA_132240,PbGEM-312917
barseq_0018,PBANKA_133630,PbGEM-338403
barseq_0018,PBANKA_135060,PbGEM-316611
barseq_0018,PBANKA_135070,PbGEM-343164
barseq_0018,PBANKA_135890,PbGEM-253597
barseq_0018,PBANKA_136540,PbGEM-318323
barseq_0018,PBANKA_140570,PbGEM-319187
barseq_0018,PBANKA_141440,PbGEM-320323
barseq_0018,PBANKA_141530,PbGEM-320379
barseq_0018,PBANKA_141850,PbGEM-320835
barseq_0018,PBANKA_143200,PbGEM-322347
barseq_0018,PBANKA_143290,PbGEM-322491
barseq_0018,PBANKA_143560,PbGEM-322883
barseq_0018,PBANKA_145800,PbGEM-325811
,,
,,
,,
barseq_0019,p230p-tag,
barseq_0019,PBANKA_051490,
barseq_0019,PBANKA_051500,
barseq_0019,PBANKA_103780,
barseq_0019,PBANKA_103440,
barseq_0019,PBANKA_110420,
barseq_0019,PBANKA_140160,
barseq_0019,PBANKA_020790,PbGEM-268387
barseq_0019,PBANKA_021330,PbGEM-341748
barseq_0019,PBANKA_030950,PbGEM-270402
barseq_0019,PBANKA_031660,PbGEM-328723
barseq_0019,PBANKA_041600,PbGEM-085062
barseq_0019,PBANKA_050100,PbGEM-329227
barseq_0019,PBANKA_061590,PbGEM-341555
barseq_0019,PBANKA_061920,PbGEM-019700
barseq_0019,PBANKA_061970,PbGEM-330355
barseq_0019,PBANKA_071260,PbGEM-281618
barseq_0019,PBANKA_080060,PbGEM-331155
barseq_0019,PBANKA_080450,PbGEM-283290
barseq_0019,PBANKA_080810,PbGEM-283762
barseq_0019,PBANKA_081240,PbGEM-341547
barseq_0019,PBANKA_081900,PbGEM-239275
barseq_0019,PBANKA_083100,PbGEM-259972
barseq_0019,PBANKA_093130,PbGEM-333019
barseq_0019,PBANKA_093200,
barseq_0019,PBANKA_094160,PbGEM-333323
barseq_0019,PBANKA_100010,
barseq_0019,PBANKA_100360,PbGEM-333555
barseq_0019,PBANKA_101040,PbGEM-334355
barseq_0019,PBANKA_103210,
barseq_0019,PBANKA_110140,PbGEM-334659
barseq_0019,PBANKA_110220,PbGEM-298005
barseq_0019,PBANKA_111090,PbGEM-334995
