gene,csome,start,end,strand
PBANKA_0710600,7,407168,408958,forward
PBANKA_0710700,7,410168,411716,forward
PBANKA_0710800,7,412980,419138,forward
PBANKA_0710900,7,420101,420864,forward
PBANKA_0711000,7,421536,427339,forward
PBANKA_0711100,7,428323,429912,forward
PBANKA_0711200,7,431866,433186,forward
PBANKA_0711300,7,433886,436596,reverse
PBANKA_0711400,7,437704,439752,reverse
PBANKA_0711500,7,440610,443486,reverse
PBANKA_0711600,7,444520,446583,reverse
PBANKA_0711700,7,447602,448621,reverse
PBANKA_0711800,7,449926,453935,forward
PBANKA_0711900,7,454582,456663,reverse
PBANKA_0712000,7,459481,460512,forward
PBANKA_0712100,7,462724,466531,forward
PBANKA_0712200,7,467048,469225,forward
PBANKA_0712300,7,471059,471887,reverse
PBANKA_0712400,7,475835,476615,forward
PBANKA_0712500,7,476992,479180,reverse
PBANKA_0712600,7,480414,481905,reverse
PBANKA_0712700,7,484712,486766,reverse
PBANKA_0712800,7,488391,489476,reverse
PBANKA_0712900,7,493607,493903,forward
PBANKA_0713000,7,494990,495283,reverse
PBANKA_0713100,7,496794,503841,forward
PBANKA_0713200,7,505213,508321,forward
PBANKA_0713300,7,508673,510011,reverse
PBANKA_0713400,7,510740,512881,forward
PBANKA_0713500,7,515945,521595,forward
PBANKA_0713600,7,523758,525638,forward
PBANKA_0713700,7,526187,528394,reverse
PBANKA_0713800,7,528921,530141,reverse
PBANKA_0713900,7,530833,531660,reverse
PBANKA_0714000,7,533360,534985,forward
PBANKA_0714100,7,535052,535874,reverse
PBANKA_0714200,7,536960,540094,forward
PBANKA_0714300,7,541000,541941,reverse
PBANKA_0714400,7,543400,544538,reverse
PBANKA_0714500,7,545989,549369,forward
PBANKA_0714600,7,551060,551689,forward
PBANKA_0714700,7,552326,553213,reverse
PBANKA_0714800,7,553946,555280,forward
PBANKA_0714900,7,555671,557728,reverse
PBANKA_0715000,7,559968,564434,forward
PBANKA_0715100,7,565524,566716,forward
PBANKA_0715200,7,567744,569834,forward
PBANKA_0715300,7,569908,571855,reverse
PBANKA_0715400,7,572719,573304,forward
PBANKA_0715500,7,574761,575657,forward
PBANKA_0715600,7,576357,577872,reverse
PBANKA_0715700,7,579151,580194,reverse
PBANKA_0715800,7,581360,582193,forward
PBANKA_0715900,7,582556,585474,reverse
PBANKA_0716000,7,585977,591864,reverse
PBANKA_0716100,7,592744,597471,reverse
PBANKA_0716200,7,602532,603425,reverse
PBANKA_0716300,7,605196,605951,reverse
PBANKA_0716400,7,607208,608560,forward
PBANKA_0716500,7,609015,610831,reverse
PBANKA_0716600,7,611932,612807,reverse
PBANKA_0716700,7,613846,615651,forward
PBANKA_0716800,7,616066,616389,reverse
PBANKA_0716900,7,618110,620199,forward
PBANKA_0717000,7,620766,621905,reverse
PBANKA_0717100,7,622583,623713,forward
PBANKA_0717200,7,623759,628555,reverse
PBANKA_0717300,7,630120,633916,forward
PBANKA_0717400,7,634615,635274,reverse
PBANKA_0717500,7,636156,636964,forward
PBANKA_0717600,7,637306,637986,reverse
PBANKA_0717700,7,638910,640223,reverse
PBANKA_0717800,7,641432,642319,reverse
PBANKA_0717900,7,645409,647316,reverse
PBANKA_0718000,7,648537,650120,reverse
PBANKA_0718100,7,652203,654173,forward
PBANKA_0718200,7,654617,655252,reverse
PBANKA_0718300,7,655881,659525,reverse
PBANKA_0718400,7,661718,665098,forward
PBANKA_0718500,7,665452,666186,reverse
PBANKA_0718600,7,668112,668987,forward
PBANKA_0718700,7,669678,669944,reverse
PBANKA_0718800,7,671468,672468,forward
PBANKA_0718900,7,673237,678938,reverse
PBANKA_0719100,7,680422,681410,forward
PBANKA_0719200,7,682064,683931,reverse
PBANKA_0719300,7,686685,688448,forward
PBANKA_0719400,7,689231,691585,reverse
PBANKA_0719500,7,693816,708310,forward
PBANKA_0719600,7,708710,710870,reverse
PBANKA_0719700,7,711743,714589,reverse
PBANKA_0719800,7,715757,717811,forward
PBANKA_0719900,7,718379,720115,reverse
PBANKA_0720000,7,721799,723982,forward
PBANKA_0720100,7,724590,738790,forward
PBANKA_0720200,7,739374,742547,reverse
PBANKA_0720300,7,744771,746075,forward
PBANKA_0720400,7,746806,748809,reverse
PBANKA_0720500,7,754412,755035,forward
PBANKA_0720600,7,755154,756400,reverse
PBANKA_0720700,7,757816,762099,forward
PBANKA_0720800,7,762750,764069,forward
PBANKA_0720900,7,764675,766449,forward
PBANKA_0721000,7,767840,769503,forward
PBANKA_0721100,7,770410,772917,forward
PBANKA_0721200,7,773205,774215,forward
PBANKA_0721300,7,775555,775965,forward
PBANKA_0721400,7,776608,777690,reverse
PBANKA_0721500,7,778662,785540,forward
PBANKA_0721600,7,786036,787580,reverse
PBANKA_0721700,7,789301,790457,forward
PBANKA_0721800,7,792292,793071,forward
PBANKA_0721900,7,794208,794912,reverse
PBANKA_0722000,7,796805,811397,forward
PBANKA_0722100,7,815928,818060,forward
PBANKA_0722200,7,820538,821677,forward
PBANKA_0722600,7,823713,824652,forward
PBANKA_0722700,7,827463,828656,forward
PBANKA_0722801,7,830914,831834,forward
PBANKA_0722900,7,835142,836188,forward
PBANKA_0722921,7,838367,840474,forward
PBANKA_0722941,7,841966,842876,forward
PBANKA_0722961,7,846040,846588,forward
PBANKA_0800021,8,537,5894,forward
PBANKA_0800041,8,7108,8724,forward
PBANKA_0800061,8,11218,12421,reverse
PBANKA_0800100,8,14900,16023,reverse
PBANKA_0800200,8,18805,20435,forward
PBANKA_0800300,8,22571,24247,forward
PBANKA_0800400,8,26272,26626,reverse
PBANKA_0800500,8,29721,31667,forward
PBANKA_0800541,8,32917,32989,reverse
PBANKA_0800561,8,33394,33477,forward
PBANKA_0800600,8,34583,35472,reverse
PBANKA_0800700,8,36744,41738,forward
PBANKA_0800800,8,42603,43136,forward
PBANKA_0800900,8,44081,47749,reverse
PBANKA_0801000,8,49102,49542,forward
PBANKA_0801100,8,50506,52566,reverse
PBANKA_0801200,8,55896,62009,forward
PBANKA_0801300,8,63273,65206,forward
PBANKA_0801400,8,65737,66348,reverse
PBANKA_0801500,8,68780,71017,forward
PBANKA_0801600,8,71892,83822,reverse
PBANKA_0801700,8,85222,94251,reverse
PBANKA_0801800,8,97389,106340,forward
PBANKA_0801900,8,107039,110383,reverse
PBANKA_0802000,8,113003,119143,forward
PBANKA_0802100,8,121091,123481,forward
PBANKA_0802200,8,124284,128156,reverse
PBANKA_0802300,8,129533,141175,reverse
PBANKA_0802400,8,144192,148010,forward
PBANKA_0802500,8,148565,151987,reverse
PBANKA_0802600,8,153387,154379,reverse
PBANKA_0802700,8,155526,158779,reverse
PBANKA_0802800,8,160362,163097,forward
PBANKA_0802900,8,164008,168201,forward
PBANKA_0803000,8,169482,171827,forward
PBANKA_0803100,8,172519,175002,reverse
PBANKA_0803200,8,177331,184960,reverse
PBANKA_0803300,8,187574,190609,reverse
PBANKA_0803400,8,191992,192720,reverse
PBANKA_0803500,8,194748,195763,reverse
PBANKA_0803600,8,197199,200882,forward
PBANKA_0803700,8,201301,206829,reverse
PBANKA_0803800,8,207866,208176,forward
PBANKA_0803900,8,208896,209544,forward
PBANKA_0804000,8,210562,210840,reverse
PBANKA_0804100,8,213087,217805,reverse
PBANKA_0804200,8,221470,223362,forward
PBANKA_0804300,8,224116,226677,forward
PBANKA_0804321,8,227258,227330,forward
PBANKA_0804341,8,227836,227907,reverse
PBANKA_0804361,8,228434,228506,forward
PBANKA_0804381,8,229376,229448,reverse
PBANKA_0804400,8,230335,235764,reverse
PBANKA_0804500,8,238238,241204,forward
PBANKA_0804600,8,243247,245196,forward
PBANKA_0804700,8,247721,252013,forward
PBANKA_0804800,8,253001,253774,forward
PBANKA_0804900,8,255566,258346,forward
PBANKA_0805000,8,259702,263563,forward
PBANKA_0805100,8,264755,265534,forward
PBANKA_0805200,8,266712,269765,forward
PBANKA_0805300,8,270678,270986,forward
PBANKA_0805400,8,271406,271615,reverse
PBANKA_0805500,8,272570,275655,reverse
PBANKA_0805600,8,276592,277928,forward
PBANKA_0805700,8,279866,283023,forward
PBANKA_0805750,8,281610,281929,forward
PBANKA_0805800,8,284158,285345,reverse
PBANKA_0805900,8,286985,291214,reverse
PBANKA_0806000,8,292703,293335,reverse
PBANKA_0806100,8,294160,296634,forward
PBANKA_0806200,8,297966,298289,forward
PBANKA_0806300,8,299055,304391,reverse
PBANKA_0806400,8,306038,307697,forward
PBANKA_0806500,8,308296,309836,reverse
PBANKA_0806600,8,310793,313696,forward
PBANKA_0806700,8,314297,328273,reverse
PBANKA_0806800,8,331061,334868,forward
PBANKA_0806900,8,335891,338901,forward
PBANKA_0807000,8,339820,346752,reverse
PBANKA_0807100,8,349387,350577,reverse
PBANKA_0807200,8,352148,352804,reverse
PBANKA_0807300,8,353380,355689,reverse
PBANKA_0807400,8,356364,357038,forward
PBANKA_0807500,8,357136,365389,reverse
PBANKA_0807600,8,367522,368685,reverse
PBANKA_0807700,8,371508,375913,forward
PBANKA_0807800,8,378549,380169,forward
PBANKA_0807900,8,382735,391257,forward
PBANKA_0808000,8,395154,399182,forward
PBANKA_0808100,8,400635,403292,reverse
PBANKA_0808200,8,405775,406632,forward
PBANKA_0808300,8,408388,410080,forward
PBANKA_0808380,8,410982,411311,forward
PBANKA_0808420,8,411410,412156,forward
PBANKA_0808500,8,412917,413234,forward
PBANKA_0808600,8,413639,417658,reverse
PBANKA_0808700,8,419581,422256,forward
PBANKA_0808800,8,422908,423816,reverse
PBANKA_0808900,8,424487,426814,reverse
PBANKA_0809000,8,429783,432519,forward
PBANKA_0809100,8,432825,433661,reverse
PBANKA_0809200,8,435202,435744,forward
PBANKA_0809300,8,436247,437036,reverse
PBANKA_0809400,8,438001,439616,reverse
PBANKA_0809500,8,441281,443094,reverse
PBANKA_0809600,8,446318,451374,forward
PBANKA_0809700,8,451945,453695,reverse
PBANKA_0809800,8,455273,456739,reverse
PBANKA_0809900,8,457283,459252,reverse
PBANKA_0810000,8,460100,461722,forward
PBANKA_0810100,8,461817,464181,reverse
PBANKA_0810200,8,465466,468105,reverse
PBANKA_0810300,8,469876,471702,forward
PBANKA_0810400,8,472106,473695,reverse
PBANKA_0810500,8,474225,475390,reverse
PBANKA_0810600,8,476825,480706,forward
PBANKA_0810700,8,482448,483437,forward
PBANKA_0810800,8,484817,486846,reverse
PBANKA_0810900,8,490146,492935,forward
PBANKA_0811000,8,494454,495194,forward
PBANKA_0811100,8,496480,500571,forward
PBANKA_0811200,8,500882,504142,reverse
PBANKA_0811300,8,505117,509696,reverse
PBANKA_0811400,8,512546,519931,forward
PBANKA_0811500,8,521786,523075,forward
PBANKA_0811600,8,523818,526850,reverse
PBANKA_0811700,8,529390,530968,forward
PBANKA_0811800,8,531579,533303,forward
PBANKA_0811900,8,534084,535388,forward
PBANKA_0812000,8,535771,537570,reverse
PBANKA_0812100,8,539538,542185,forward
PBANKA_0812200,8,544176,546826,forward
PBANKA_0812300,8,548657,549271,forward
PBANKA_0812400,8,550290,559914,forward
PBANKA_0812500,8,560890,564653,reverse
PBANKA_0812600,8,565788,567209,reverse
PBANKA_0812700,8,569281,570510,forward
PBANKA_0812800,8,571039,573873,forward
PBANKA_0812900,8,574033,574809,reverse
PBANKA_0813000,8,575920,577494,reverse
PBANKA_0813100,8,578723,583315,reverse
PBANKA_0813200,8,584290,585546,reverse
PBANKA_0813300,8,586799,588166,reverse
PBANKA_0813400,8,589058,590542,reverse
PBANKA_0813500,8,591721,593628,forward
PBANKA_0813600,8,594451,597601,forward
PBANKA_0813700,8,598220,598480,forward
PBANKA_0813800,8,598686,600410,reverse
PBANKA_0813900,8,602160,603273,forward
PBANKA_0814000,8,604199,605156,reverse
PBANKA_0814100,8,605906,608236,reverse
PBANKA_0814200,8,610087,610860,forward
PBANKA_0814300,8,611828,613890,reverse
PBANKA_0814400,8,614728,615443,reverse
PBANKA_0814500,8,616152,617728,reverse
PBANKA_0814600,8,618374,621586,forward
PBANKA_0814700,8,622120,623976,forward
PBANKA_0814800,8,625706,626154,forward
PBANKA_0814900,8,626726,629589,reverse
PBANKA_0815000,8,630346,632640,forward
PBANKA_0815100,8,632861,636037,reverse
PBANKA_0815200,8,637859,639453,reverse
PBANKA_0815300,8,641262,643612,reverse
PBANKA_0815400,8,646035,647377,forward
PBANKA_0815500,8,648109,652724,reverse
PBANKA_0815600,8,654442,654915,forward
PBANKA_0815700,8,656783,658258,forward
PBANKA_0815800,8,659310,659933,reverse
PBANKA_0815900,8,661422,662915,forward
PBANKA_0816000,8,663750,665387,reverse
PBANKA_0816100,8,667238,668141,reverse
PBANKA_0816200,8,669861,670802,forward
PBANKA_0816300,8,670995,673058,reverse
PBANKA_0816400,8,674000,677899,reverse
PBANKA_0816500,8,680408,682471,forward
PBANKA_0816600,8,683094,683798,forward
PBANKA_0816700,8,684682,685517,reverse
PBANKA_0816800,8,686769,687422,forward
PBANKA_0816900,8,688679,689149,forward
PBANKA_0817000,8,690057,694158,reverse
PBANKA_0817100,8,696479,697544,forward
PBANKA_0817200,8,698316,701438,forward
PBANKA_0817300,8,701901,703542,reverse
PBANKA_0817400,8,705381,711038,forward
PBANKA_0817500,8,711627,713395,reverse
PBANKA_0817600,8,714037,714699,reverse
PBANKA_0817700,8,716082,717116,reverse
PBANKA_0817800,8,721608,721754,forward
PBANKA_0817900,8,723203,724036,forward
PBANKA_0818000,8,724441,729969,reverse
PBANKA_0818100,8,731447,733129,reverse
PBANKA_0818200,8,734089,735163,forward
PBANKA_0818300,8,736124,737137,forward
PBANKA_0818400,8,738153,742577,forward
PBANKA_0818500,8,744142,746139,forward
PBANKA_0818600,8,746509,748857,reverse
PBANKA_0818700,8,750265,751281,forward
PBANKA_0818800,8,752120,753445,forward
PBANKA_0818900,8,755408,757677,forward
PBANKA_0819000,8,759414,760601,reverse
PBANKA_0819100,8,763310,764601,forward
PBANKA_0819200,8,764695,766396,reverse
PBANKA_0819300,8,767737,768758,reverse
PBANKA_0819400,8,770304,775666,forward
PBANKA_0819450,8,776467,777913,forward
PBANKA_0819500,8,779878,781779,forward
PBANKA_0819600,8,783662,785781,forward
PBANKA_0819700,8,786330,787925,reverse
PBANKA_0819800,8,790387,793290,forward
PBANKA_0819900,8,794165,795597,reverse
PBANKA_0820000,8,799426,801231,forward
PBANKA_0820100,8,801997,802857,reverse
PBANKA_0820200,8,805594,806514,forward
PBANKA_0820300,8,807700,809466,forward
PBANKA_0820400,8,810385,811848,forward
PBANKA_0820500,8,812547,814103,forward
PBANKA_0820600,8,814855,815583,forward
PBANKA_0820700,8,816294,819526,reverse
PBANKA_0820800,8,821070,828628,reverse
PBANKA_0820900,8,831936,833567,forward
PBANKA_0821000,8,834128,835820,reverse
PBANKA_0821100,8,836426,839218,reverse
PBANKA_0821200,8,840064,841015,forward
PBANKA_0821300,8,841901,846319,forward
PBANKA_0821400,8,847693,848743,forward
PBANKA_0821500,8,849431,852907,forward
PBANKA_0821600,8,854242,855750,forward
PBANKA_0821700,8,856490,858013,reverse
PBANKA_0821800,8,858982,860578,forward
PBANKA_0821900,8,860754,861932,reverse
PBANKA_0822000,8,863534,864892,forward
PBANKA_0822100,8,864889,871970,reverse
PBANKA_0822200,8,873142,874743,forward
PBANKA_0822300,8,875127,876060,reverse
PBANKA_0822400,8,876663,877976,forward
PBANKA_0822500,8,879279,884257,forward
PBANKA_0822600,8,884607,886664,reverse
PBANKA_0822700,8,887128,888484,reverse
PBANKA_0822800,8,889759,890421,forward
PBANKA_0822900,8,891058,894323,forward
PBANKA_0823000,8,896215,900850,forward
PBANKA_0823100,8,902860,904068,forward
PBANKA_0823200,8,905151,907847,forward
PBANKA_0823300,8,908359,911650,forward
PBANKA_0823400,8,912835,914085,forward
PBANKA_0823500,8,915352,917391,forward
PBANKA_0823600,8,917899,920181,reverse
PBANKA_0823700,8,921345,932729,reverse
PBANKA_0823800,8,933975,935313,reverse
PBANKA_0823900,8,936405,937412,reverse
PBANKA_0824000,8,938168,938863,reverse
PBANKA_0824100,8,940230,942485,forward
PBANKA_0824200,8,943326,945773,forward
PBANKA_0824300,8,946722,949694,forward
PBANKA_0824400,8,952313,953307,forward
PBANKA_0824500,8,953956,955119,forward
PBANKA_0824600,8,955424,956553,reverse
PBANKA_0824700,8,957403,959331,reverse
PBANKA_0824800,8,961612,963075,reverse
PBANKA_0824900,8,965958,969386,forward
PBANKA_0825000,8,970513,972303,reverse
PBANKA_0825100,8,973452,976097,forward
PBANKA_0825200,8,976656,977774,reverse
PBANKA_0825300,8,979947,982001,forward
PBANKA_0825400,8,983061,986901,reverse
PBANKA_0825500,8,988583,993904,forward
PBANKA_0825600,8,995035,996765,forward
PBANKA_0825700,8,997462,998194,forward
PBANKA_0825800,8,998916,1000517,forward
PBANKA_0825900,8,1001149,1002207,reverse
PBANKA_0826000,8,1004540,1005838,forward
PBANKA_0826100,8,1006011,1007678,reverse
PBANKA_0826200,8,1008377,1009915,reverse
PBANKA_0826300,8,1012066,1012974,forward
PBANKA_0826400,8,1013888,1014693,forward
PBANKA_0826500,8,1015617,1016960,reverse
PBANKA_0826600,8,1019789,1023898,forward
PBANKA_0826700,8,1025741,1026747,forward
PBANKA_0826800,8,1028097,1032455,forward
PBANKA_0826900,8,1033522,1042317,reverse
PBANKA_0827000,8,1046258,1046413,forward
PBANKA_0827100,8,1047819,1053029,forward
PBANKA_0827200,8,1053564,1055208,reverse
PBANKA_0827300,8,1057206,1061576,reverse
PBANKA_0827400,8,1064586,1068833,forward
PBANKA_0827500,8,1069441,1072071,forward
PBANKA_0827600,8,1072171,1075482,reverse
PBANKA_0827700,8,1076506,1077371,reverse
PBANKA_0827800,8,1078132,1078768,forward
PBANKA_0827900,8,1079454,1080032,reverse
PBANKA_0828000,8,1086981,1091262,forward
PBANKA_0828100,8,1092627,1094654,forward
PBANKA_0828200,8,1094849,1097923,reverse
PBANKA_0828300,8,1098327,1099601,reverse
PBANKA_0828400,8,1101819,1103564,forward
PBANKA_0828500,8,1104447,1105373,reverse
PBANKA_0828600,8,1106835,1107847,forward
PBANKA_0828700,8,1108302,1109363,reverse
PBANKA_0828800,8,1110815,1111713,forward
PBANKA_0828900,8,1112130,1113254,reverse
PBANKA_0829000,8,1115164,1117504,reverse
PBANKA_0829100,8,1118226,1119446,forward
PBANKA_0829200,8,1120387,1121058,forward
PBANKA_0829300,8,1121245,1121986,reverse
PBANKA_0829400,8,1122790,1123116,reverse
PBANKA_0829500,8,1124629,1128297,reverse
PBANKA_0829600,8,1129630,1131432,forward
PBANKA_0829700,8,1132305,1132910,forward
PBANKA_0829800,8,1133605,1135034,forward
PBANKA_0829900,8,1136253,1137622,forward
PBANKA_0830000,8,1139163,1140581,forward
PBANKA_0830100,8,1141934,1143763,forward
PBANKA_0830200,8,1145085,1149997,forward
PBANKA_0830300,8,1150275,1151268,reverse
PBANKA_0830400,8,1152377,1153316,reverse
PBANKA_0830450,8,1154911,1155945,reverse
PBANKA_0830500,8,1156554,1156850,reverse
PBANKA_0830600,8,1157840,1158844,forward
PBANKA_0830700,8,1159435,1161009,forward
PBANKA_0830800,8,1161078,1164311,reverse
PBANKA_0830900,8,1164896,1167658,reverse
PBANKA_0831000,8,1170535,1175910,forward
PBANKA_0831100,8,1177101,1180163,forward
PBANKA_0831200,8,1180550,1184450,reverse
PBANKA_0831300,8,1185960,1188370,reverse
PBANKA_0831400,8,1188989,1190538,forward
PBANKA_0831500,8,1192004,1204837,forward
PBANKA_0831600,8,1209204,1210466,reverse
PBANKA_0831700,8,1212019,1212708,reverse
PBANKA_0831800,8,1213689,1216079,reverse
PBANKA_0831900,8,1217724,1219364,forward
PBANKA_0832000,8,1219898,1220584,forward
PBANKA_0832100,8,1221774,1223417,forward
PBANKA_0832200,8,1225041,1226462,forward
PBANKA_0832300,8,1226768,1227747,reverse
PBANKA_0832400,8,1229750,1230627,forward
PBANKA_0832500,8,1231237,1233444,forward
PBANKA_0832600,8,1233915,1234742,reverse
PBANKA_0832700,8,1236108,1237329,reverse
PBANKA_0832800,8,1239131,1240142,forward
PBANKA_0832900,8,1240295,1243702,reverse
PBANKA_0833000,8,1246225,1247434,forward
PBANKA_0833100,8,1248278,1249759,reverse
PBANKA_0833200,8,1251035,1252391,reverse
PBANKA_0833300,8,1252400,1254842,reverse
PBANKA_0833400,8,1255612,1256368,reverse
PBANKA_0833500,8,1257271,1260135,reverse
PBANKA_0833600,8,1260568,1264813,reverse
PBANKA_0833700,8,1266550,1267200,reverse
PBANKA_0833800,8,1268605,1270782,forward
PBANKA_0833900,8,1271615,1274343,forward
PBANKA_0834000,8,1274538,1276174,reverse
PBANKA_0834100,8,1276808,1279483,forward
PBANKA_0834200,8,1280138,1280950,forward
PBANKA_0834300,8,1281358,1285086,reverse
PBANKA_0834400,8,1286317,1287756,reverse
PBANKA_0834500,8,1289452,1290262,reverse
PBANKA_0834600,8,1291005,1293125,forward
PBANKA_0834700,8,1293194,1294331,reverse
PBANKA_0834800,8,1295111,1296772,reverse
PBANKA_0834900,8,1297817,1300765,forward
PBANKA_0835000,8,1301032,1301478,reverse
PBANKA_0835100,8,1302465,1302881,forward
PBANKA_0835200,8,1303788,1304423,forward
PBANKA_0835300,8,1304781,1305707,reverse
PBANKA_0835400,8,1307474,1308358,forward
PBANKA_0835500,8,1309380,1310952,forward
PBANKA_0835600,8,1313185,1315004,forward
PBANKA_0835700,8,1315712,1317277,reverse
PBANKA_0835800,8,1317989,1318567,reverse
PBANKA_0835900,8,1318685,1318903,reverse
PBANKA_0836000,8,1320240,1323734,reverse
PBANKA_0836100,8,1324707,1325440,forward
PBANKA_0836200,8,1326359,1328673,forward
PBANKA_0836300,8,1329727,1334628,reverse
PBANKA_0836400,8,1337530,1338115,forward
PBANKA_0836500,8,1339453,1340121,forward
PBANKA_0836550,8,1342388,1342997,forward
PBANKA_0836600,8,1344276,1344937,forward
PBANKA_0836700,8,1346346,1348261,reverse
PBANKA_0836800,8,1349533,1351266,reverse
PBANKA_0836850,8,1355077,1356253,forward
PBANKA_0836900,8,1359121,1360382,forward
PBANKA_0836921,8,1362680,1363858,forward
PBANKA_0836941,8,1366150,1367057,forward
PBANKA_0836961,8,1370176,1371439,forward
PBANKA_0836981,8,1374059,1376208,forward
PBANKA_0837001,8,1378998,1380159,forward
PBANKA_0837021,8,1382895,1385116,forward
PBANKA_0837041,8,1389117,1389893,reverse
PBANKA_0837061,8,1391104,1391415,forward
PBANKA_0837081,8,1393844,1394889,forward
PBANKA_0837101,8,1397493,1398708,forward
PBANKA_0837121,8,1401242,1402388,forward
PBANKA_0837141,8,1405295,1406500,forward
PBANKA_0837161,8,1409096,1410218,forward
PBANKA_0837181,8,1412537,1413641,forward
PBANKA_0837201,8,1415813,1417965,reverse
PBANKA_0900600,9,2233,3383,reverse
PBANKA_0900900,9,9328,17788,forward
PBANKA_0901000,9,19065,20684,forward
PBANKA_0901100,9,23761,27708,forward
PBANKA_0901200,9,29091,29744,forward
PBANKA_0901300.1,9,30829,36760,reverse
PBANKA_0901300.2,9,30624,36760,reverse
PBANKA_0901400,9,37960,38685,reverse
PBANKA_0901500,9,40156,42443,forward
PBANKA_0901600,9,43138,46182,forward
PBANKA_0901700,9,46982,47462,forward
PBANKA_0901800,9,48100,51246,reverse
PBANKA_0901900,9,53283,61823,reverse
PBANKA_0902000,9,64358,65300,forward
PBANKA_0902100,9,69123,79055,forward
PBANKA_0902200,9,79717,81160,reverse
PBANKA_0902300,9,83432,91703,forward
PBANKA_0902400,9,92559,95806,forward
PBANKA_0902500,9,96381,99624,reverse
PBANKA_0902600,9,101503,102417,reverse
PBANKA_0902700,9,104402,105467,forward
PBANKA_0902800,9,106947,107560,forward
PBANKA_0902900,9,108009,109535,forward
PBANKA_0903000,9,110721,112709,forward
PBANKA_0903100,9,112972,115245,reverse
PBANKA_0903200,9,116679,119492,forward
PBANKA_0903300,9,119741,120868,reverse
PBANKA_0903400,9,122618,125030,forward
PBANKA_0903500,9,125204,127734,reverse
PBANKA_0903600,9,130352,133246,forward
PBANKA_0903700,9,133999,134667,forward
PBANKA_0903800,9,138535,141432,forward
PBANKA_0903900,9,144320,147259,forward
PBANKA_0904000,9,148049,150473,forward
PBANKA_0904100,9,151464,152622,forward
PBANKA_0904200,9,153286,154764,reverse
PBANKA_0904300,9,155684,156981,forward
PBANKA_0904400,9,157372,158295,reverse
PBANKA_0904500,9,159745,160842,reverse
PBANKA_0904600,9,161941,165516,reverse
PBANKA_0904700,9,167509,167920,forward
PBANKA_0904800,9,168674,169646,forward
PBANKA_0904900,9,170089,170718,forward
PBANKA_0905000,9,171212,171693,reverse
PBANKA_0905100,9,173159,174432,forward
PBANKA_0905200,9,174843,177200,reverse
PBANKA_0905300,9,178400,181580,reverse
PBANKA_0905400,9,182214,182930,forward
PBANKA_0905500,9,183645,186289,forward
PBANKA_0905600,9,186790,188110,reverse
PBANKA_0905700,9,189929,190933,forward
PBANKA_0905800,9,191771,192905,reverse
PBANKA_0905900,9,196868,201157,forward
PBANKA_0906000,9,201895,202941,reverse
PBANKA_0906100,9,203919,205118,reverse
PBANKA_0906200,9,206269,207096,reverse
PBANKA_0906300,9,208096,209700,forward
PBANKA_0906400,9,210862,211556,forward
PBANKA_0906500,9,212735,213540,forward
PBANKA_0906600,9,215254,216895,forward
PBANKA_0906700,9,217518,222380,reverse
PBANKA_0906800,9,224361,225320,forward
PBANKA_0906900,9,228144,235154,forward
PBANKA_0907000,9,236054,237952,reverse
PBANKA_0907100,9,239305,240912,forward
PBANKA_0907200,9,243537,245676,forward
PBANKA_0907300,9,246278,247648,reverse
PBANKA_0907400,9,248313,249083,forward
PBANKA_0907500,9,249363,251832,reverse
PBANKA_0907600,9,252285,253633,reverse
PBANKA_0907700,9,254846,257847,forward
PBANKA_0907800,9,258975,259492,forward
PBANKA_0907900,9,260352,266834,reverse
PBANKA_0908000,9,268131,270551,reverse
PBANKA_0908100,9,272822,278725,forward
PBANKA_0908200,9,279180,281282,reverse
PBANKA_0908300,9,283521,289379,forward
PBANKA_0908400,9,291337,295935,forward
PBANKA_0908500,9,296303,301743,reverse
PBANKA_0908600,9,302914,303574,reverse
PBANKA_0908700,9,305172,306266,reverse
PBANKA_0908800,9,307689,309058,forward
PBANKA_0908900,9,310598,311427,forward
PBANKA_0909000,9,312178,314267,reverse
PBANKA_0909100,9,315070,316041,reverse
PBANKA_0909200,9,317064,323171,forward
PBANKA_0909300,9,324254,325798,forward
PBANKA_0909400,9,326383,328167,reverse
PBANKA_0909500,9,330115,332558,forward
PBANKA_0909600,9,340404,347484,forward
PBANKA_0909700,9,348927,350211,forward
PBANKA_0909800,9,350819,355261,reverse
PBANKA_0909900,9,360201,365980,forward
PBANKA_0910000,9,367202,372838,forward
PBANKA_0910100,9,373899,375756,forward
PBANKA_0910200,9,376850,379213,reverse
PBANKA_0910300,9,383738,395317,forward
PBANKA_0910400,9,396653,397084,forward
PBANKA_0910500,9,397494,398194,reverse
PBANKA_0910600,9,398633,399010,reverse
PBANKA_0910700,9,399878,407749,reverse
PBANKA_0910800,9,409065,411543,reverse
PBANKA_0910900,9,413318,413934,forward
PBANKA_0911000,9,414799,416976,reverse
PBANKA_0911100,9,417615,418987,forward
PBANKA_0911200,9,419786,420467,forward
PBANKA_0911300,9,421412,422692,forward
PBANKA_0911400,9,424612,426558,forward
PBANKA_0911500,9,428696,430036,forward
PBANKA_0911600,9,430529,431425,reverse
PBANKA_0911650,9,432075,432274,forward
PBANKA_0911700,9,433109,436937,reverse
PBANKA_0911800,9,440702,442426,forward
PBANKA_0911900,9,443677,445638,reverse
PBANKA_0912000,9,446373,449447,reverse
PBANKA_0912100,9,454542,456457,forward
PBANKA_0912200,9,459193,461592,forward
PBANKA_0912300,9,462202,465492,reverse
